,,Spelling Error Legend:,Needs !? or .,Double blanks,Double blank?,"and and, the the"
story_conversation_area_unlock_mayor_line_2,"Oh spare us your incomprehensible blathering, rust-bucket! Enforcer! Round up your deputies and get that rubble cleared!",,,,,
story_conversation_area_unlock_cowboy_line_1,Yup.,,,,,
,,,,,,
story_conversation_aristobots_tier_daughter_line_1,You swindler!,,,,,
story_conversation_aristobots_tier_mayor_line_1,Excuse me?,,,,,
story_conversation_aristobots_tier_daughter_line_2,"You just wanted your rich friends to move in! The whole world is falling apart, and here you are thinking about real estate?",,,,,
story_conversation_aristobots_tier_mayor_line_3,"Of course! And before you forget yourself, without all those rich friends none of you would be here! Off with you rascal! Or my enforcer will see to it.",,,,,
story_conversation_aristobots_tier_cowboy_line_2,Yup.,,,,,
,,,,,,
story_conversation_mine_level_2_daughter_line_1,It's dark and dank down here. Smells funny too.,,,,,
story_conversation_mine_level_2_core_line_1,"The further down we go, the more dangers we will face.",,,,,
story_conversation_mine_level_2_father_line_1,You told us how to find the old settlement. But you didn't ever explain how ya know so much 'bout about this place below?,,,,,
story_conversation_mine_level_2_core_line_2,I am an avid reader of history. I know that this place was buried by those that lived here. And whatever they buried here might have survived and multiplied.,,,,,
story_conversation_mine_level_2_father_line_2,Well that's an unsettlin' notion.,,,,,
,,,,,,
story_conversation_unearth_3_static_line_1,*Static*,,,,,
story_conversation_unearth_3_daughter_line_1,"It's getting easier to tune in to it now. Like an old radio, y'know?",,,,,
story_conversation_unearth_3_daughter_trance_line_1,PINNACLE. Spires reached far into the sky. THREAT. Expansion across the world. ABORTED. Expansion to the stars. ABORTED. Escape to the stars. ABORTED.,,,,,
story_conversation_unearth_3_core_line_1,Who knows what that means.,,,,,
story_conversation_unearth_3_daughter_line_2,We got the thingie-majig we came for so we better go find the rest.,,,,,
story_conversation_unearth_3_core_line_2,Indeed.,,,,,
,,,,,,
story_conversation_unearth_4_static_line,*Static*,,,,,
story_conversation_unearth_4_father_line_1,"You just take your time, kiddo.",,,,,
story_conversation_unearth_4_daughter_line_1,"Don't worry, pa. I think I got the hang of it.",,,,,
story_conversation_unearth_4_daughter_trance_line_1,The enemy is endless. UNKNOWN. Population. Turncoats. All measures failed. Last line of defense. COLLAPSE.,,,,,
story_conversation_unearth_4_father_line_2,They made the whole canyon collapse to contain those endless villains? Ain't that both a noble and a sad tale right there.,,,,,
